Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
271,8,CD 13044,Desmognathus quadramaculatus,female,36.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13038,Desmognathus quadramaculatus,male,37,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,4,CD 12967,Desmognathus quadramaculatus,larva,37.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13000,Desmognathus quadramaculatus,larva,38.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12958,Desmognathus quadramaculatus,larva,39,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12959,Desmognathus quadramaculatus,larva,39,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,8,CD 13036,Desmognathus quadramaculatus,female,40.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13047,Desmognathus quadramaculatus,female,41,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,4,CD 12966,Desmognathus quadramaculatus,female,41,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12960,Desmognathus quadramaculatus,male,41.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13003,Desmognathus quadramaculatus,male,42,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,8,CD 13037,Desmognathus quadramaculatus,male,42.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13043,Desmognathus quadramaculatus,female,44,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13050,Desmognathus quadramaculatus,female,44,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13048,Desmognathus quadramaculatus,male,45,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,3,CD 12961,Desmognathus quadramaculatus,female,45,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,4,CD 12973,Desmognathus quadramaculatus,female,45.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4500,4500,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13006,Desmognathus quadramaculatus,female,46.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4400,4400,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13004,Desmognathus quadramaculatus,male,47.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4400,4400,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13005,Desmognathus quadramaculatus,female,47.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4400,4400,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,9,CD 13049,Desmognathus quadramaculatus,female,48,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,4,CD 12970,Desmognathus quadramaculatus,male,49.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4500,4500,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,8,CD 13034,Desmognathus quadramaculatus,male,50,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,4,CD 12964,Desmognathus quadramaculatus,male,50,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,4,CD 12972,Desmognathus quadramaculatus,female,51.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4500,4500,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,4,CD 12971,Desmognathus quadramaculatus,female,53,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4500,4500,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,8,CD 13035,Desmognathus quadramaculatus,male,53.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,4,CD 12965,Desmognathus quadramaculatus,female,61,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,4,CD 12969,Desmognathus quadramaculatus,male,61.5,,1,Aquatic ,biphasic ,27,stream bank,9/29/58,September,,4500,4500,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 12999,Desmognathus quadramaculatus,male,71,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12962,Desmognathus quadramaculatus,male,73.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 12998,Desmognathus quadramaculatus,male,79,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12963,Desmognathus quadramaculatus,male,79.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13081,Desmognathus quadramaculatus,male,37.5,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13082,Desmognathus quadramaculatus,male,39,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13084,Desmognathus quadramaculatus,female,43,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13090,Desmognathus quadramaculatus,female,43.5,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13083,Desmognathus quadramaculatus,female,44,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13088,Desmognathus quadramaculatus,male,45,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13089,Desmognathus quadramaculatus,male,46,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13091,Desmognathus quadramaculatus,male,46,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13085,Desmognathus quadramaculatus,male,47,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,13,CD 13092,Desmognathus quadramaculatus,female,52,,,Aquatic ,biphasic ,27,,10/1/58,October,,3800,3800,,,,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,27,CD 13205,Desmognathus quadramaculatus,larva,27.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13206,Desmognathus quadramaculatus,larva,28.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13216,Desmognathus quadramaculatus,male,39,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13215,Desmognathus quadramaculatus,male,40.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13213,Desmognathus quadramaculatus,male,41.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13219,Desmognathus quadramaculatus,male,42.5,,0,Aquatic ,biphasic ,27,stream bed ,10/5/58,October,,3900,3900,,,stream bed ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13214,Desmognathus quadramaculatus,male,45.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13212,Desmognathus quadramaculatus,male,48,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13220,Desmognathus quadramaculatus,female,49.5,,0,Aquatic ,biphasic ,27,stream bed ,10/5/58,October,,3900,3900,,,stream bed ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13211,Desmognathus quadramaculatus,female,49.5,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13217,Desmognathus quadramaculatus,female,53.5,,0,Aquatic ,biphasic ,27,stream bed ,10/5/58,October,,3900,3900,,,stream bed ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13210,Desmognathus quadramaculatus,male,60,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13218,Desmognathus quadramaculatus,male,64,,0,Aquatic ,biphasic ,27,stream bed ,10/5/58,October,,3900,3900,,,stream bed ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13209,Desmognathus quadramaculatus,male,67,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13208,Desmognathus quadramaculatus,female,71,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,27,CD 13207,Desmognathus quadramaculatus,male,71,,0,Aquatic ,biphasic ,27,stream,10/5/58,October,,3900,3900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13269,Desmognathus quadramaculatus,larva,22,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13270,Desmognathus quadramaculatus,larva,26,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13271,Desmognathus quadramaculatus,larva,31,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13272,Desmognathus quadramaculatus,larva,33,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13308,Desmognathus quadramaculatus,larva,34.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13277,Desmognathus quadramaculatus,male,38,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13317,Desmognathus quadramaculatus,female,39.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13278,Desmognathus quadramaculatus,male,40,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13318,Desmognathus quadramaculatus,female,40.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13322,Desmognathus quadramaculatus,male,41.5,,1,Aquatic ,biphasic ,27,stream bank,10/7/58,October,,4100,4100,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13280,Desmognathus quadramaculatus,female,42.5,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4000,4000,,,stream bed,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13320,Desmognathus quadramaculatus,female,43.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13279,Desmognathus quadramaculatus,male,44,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4000,4000,,,stream bed,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,37,CD 13327,Desmognathus quadramaculatus,female,45.5,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4100,4100,,,stream bed,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13316,Desmognathus quadramaculatus,female,45.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13275,Desmognathus quadramaculatus,male,46,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13319,Desmognathus quadramaculatus,female,46.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13315,Desmognathus quadramaculatus,female,47,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13281,Desmognathus quadramaculatus,female,47.5,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4000,4000,,,stream bed,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,37,CD 13326,Desmognathus quadramaculatus,female,47.5,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4100,4100,,,stream bed,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13325,Desmognathus quadramaculatus,female,49,,1,Aquatic ,biphasic ,27,stream bank,10/7/58,October,,4100,4100,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13323,Desmognathus quadramaculatus,female,51.5,,1,Aquatic ,biphasic ,27,stream bank,10/7/58,October,,4100,4100,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13324,Desmognathus quadramaculatus,female,53,,1,Aquatic ,biphasic ,27,stream bank,10/7/58,October,,4100,4100,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13314,Desmognathus quadramaculatus,female,53.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13276,Desmognathus quadramaculatus,female,54,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13313,Desmognathus quadramaculatus,female,55,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13321,Desmognathus quadramaculatus,male,58.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13274,Desmognathus quadramaculatus,female,59,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13311,Desmognathus quadramaculatus,female,59,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13312,Desmognathus quadramaculatus,female,64,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,76,CD 13944,Desmognathus quadramaculatus,female,65.5,,0,Aquatic ,biphasic ,27,stream bed ,10/7/58,October,,4000,4000,,10/15/58,stream bed,"Transect of Whitetop Creek South Side Whitetop Mt., Grayson Co., VA "
271,36,CD 13309,Desmognathus quadramaculatus,female,69.5,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,36,CD 13310,Desmognathus quadramaculatus,male,72,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4100,4100,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,33,CD 13273,Desmognathus quadramaculatus,male,73,,0,Aquatic ,biphasic ,27,stream,10/7/58,October,,4000,4000,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13421,Desmognathus quadramaculatus,larva,16.5,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13422,Desmognathus quadramaculatus,larva,18.5,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13423,Desmognathus quadramaculatus,larva,26,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13424,Desmognathus quadramaculatus,larva,31,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13425,Desmognathus quadramaculatus,female,33,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
271,44,CD 13431,Desmognathus quadramaculatus,female,33,,0,Aquatic ,biphasic ,27,stream,10/8/58,October,,4200,4200,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
