Field.Notebook,Image,Field.Number,Genus,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
270,11,CD 12111,Desmognathus quadramaculatus,male,51,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3325,3325,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,11,CD 12105,Desmognathus quadramaculatus,male,61.5,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3325,3325,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,11,CD 12107,Desmognathus quadramaculatus,female,63,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3325,3325,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,11,CD 12108,Desmognathus quadramaculatus,female,64,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3325,3325,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,11,CD 12106,Desmognathus quadramaculatus,male,72,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3325,3325,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,7,CD 12059,Desmognathus quadramaculatus,female,75,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3425,3425,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,7,CD 12061,Desmognathus quadramaculatus,male,76,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3425,3425,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,7,CD 12060,Desmognathus quadramaculatus,female,76.5,,0,Aquatic ,biphasic ,27,stream,9/11/58,September,,3425,3425,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12148,Desmognathus quadramaculatus,larva,24,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12149,Desmognathus quadramaculatus,male,35,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12151,Desmognathus quadramaculatus,male,39.5,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12153,Desmognathus quadramaculatus,female,40,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12152,Desmognathus quadramaculatus,male,41,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12150,Desmognathus quadramaculatus,male,41.5,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12155,Desmognathus quadramaculatus,female,59,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,22,CD 12154,Desmognathus quadramaculatus,male,60.5,,0,Aquatic ,biphasic ,27,stream,9/13/58,September,,3100,3100,,,stream,"Transect of Big Branch Creek, North Side of Whitetop Mt., Smyth Co., VA"
270,24,CD 12175,Desmognathus quadramaculatus,larva,23,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12174,Desmognathus quadramaculatus,larva,25.5,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12176,Desmognathus quadramaculatus,larva,33,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12178,Desmognathus quadramaculatus,female,34.5,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12177,Desmognathus quadramaculatus,larva,35.5,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12183,Desmognathus quadramaculatus,female,37,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12179,Desmognathus quadramaculatus,female,37.5,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12181,Desmognathus quadramaculatus,male,38,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12180,Desmognathus quadramaculatus,female,41,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12182,Desmognathus quadramaculatus,male,42.5,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12184,Desmognathus quadramaculatus,female,49,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12185,Desmognathus quadramaculatus,male,50,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12186,Desmognathus quadramaculatus,female,52,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,24,CD 12187,Desmognathus quadramaculatus,female,53,,0,Aquatic ,biphasic ,27,stream,9/14/58,September,,3725,3725,,,stream,"Head Waters of East Fork of Big Branch Creek Crossing Rt.600 Whitetop Mt., Smyith Co., VA"
270,43,CD 12337,Desmognathus quadramaculatus,male,62.5,,,Aquatic ,biphasic ,27,,9/14/58,September,,3725,3725,,,,"East Prong of Big Branch Crosses Rt. 600 on North Side Whitetop Mt., Smyth Co., VA"
270,43,CD 12334,Desmognathus quadramaculatus,female,64,,,Aquatic ,biphasic ,27,,9/14/58,September,,3725,3725,,,,"East Prong of Big Branch Crosses Rt. 600 on North Side Whitetop Mt., Smyth Co., VA"
270,43,CD 12338,Desmognathus quadramaculatus,female,65,,,Aquatic ,biphasic ,27,,9/14/58,September,,3725,3725,,,,"East Prong of Big Branch Crosses Rt. 600 on North Side Whitetop Mt., Smyth Co., VA"
270,43,CD 12335,Desmognathus quadramaculatus,male,69,,,Aquatic ,biphasic ,27,,9/14/58,September,,3725,3725,,,,"East Prong of Big Branch Crosses Rt. 600 on North Side Whitetop Mt., Smyth Co., VA"
270,43,CD 12336,Desmognathus quadramaculatus,male,71.5,,,Aquatic ,biphasic ,27,,9/14/58,September,,3725,3725,,,,"East Prong of Big Branch Crosses Rt. 600 on North Side Whitetop Mt., Smyth Co., VA"
270,42,CD 12312,Desmognathus quadramaculatus,larva,18.5,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,5000,5000,,,stream,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,42,CD 12318,Desmognathus quadramaculatus,female,46.5,,1,Aquatic ,biphasic ,27,stream bank,9/17/58,September,,5000,5000,,,stream bank,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,42,CD 12314,Desmognathus quadramaculatus,female,57.5,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,5000,5000,,,stream,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,42,CD 12315,Desmognathus quadramaculatus,female,67,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,5000,5000,,,stream,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,43,CD 12333,Desmognathus quadramaculatus,female,74,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,4900,4900,,,stream,"Transect of Byars Creek South West Side Whitetop Mt., Grayson Co., VA"
270,42,CD 12316,Desmognathus quadramaculatus,female,74.5,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,5000,5000,,,stream,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,42,CD 12317,Desmognathus quadramaculatus,male,75,135,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,5000,5000,,,stream,"Transect Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA"
270,43,CD 12331,Desmognathus quadramaculatus,male,80,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,4900,4900,,,stream,"Transect of Byars Creek South West Side Whitetop Mt., Grayson Co., VA"
270,43,CD 12332,Desmognathus quadramaculatus,male,80.5,,0,Aquatic ,biphasic ,27,stream,9/17/58,September,,4900,4900,,,stream,"Transect of Byars Creek South West Side Whitetop Mt., Grayson Co., VA"
270,56,CD 12492,Desmognathus quadramaculatus,larva,31,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12493,Desmognathus quadramaculatus,larva,33.5,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12499,Desmognathus quadramaculatus,female,55,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12495,Desmognathus quadramaculatus,female,60,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12501,Desmognathus quadramaculatus,female,62,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12496,Desmognathus quadramaculatus,female,64,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12497,Desmognathus quadramaculatus,female,64.5,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12494,Desmognathus quadramaculatus,male,65,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12500,Desmognathus quadramaculatus,male,69.5,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,56,CD 12498,Desmognathus quadramaculatus,male,72.5,,,Aquatic ,biphasic ,27,,9/19/58,September,,4600,45004700,,,,"South Side of Mt. Rogers, Grayson Co., VA"
270,60,CD 12557,Desmognathus quadramaculatus,larva,31,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12559,Desmognathus quadramaculatus,larva,32.5,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12558,Desmognathus quadramaculatus,larva,33.5,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12560,Desmognathus quadramaculatus,larva,34,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12561,Desmognathus quadramaculatus,female,38.5,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12562,Desmognathus quadramaculatus,female,40,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12564,Desmognathus quadramaculatus,female,41,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12563,Desmognathus quadramaculatus,female,43.5,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,4900,4900,,,stream ,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12569,Desmognathus quadramaculatus,female,44,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12566,Desmognathus quadramaculatus,female,57,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,65,CD 12647,Desmognathus quadramaculatus,male,72.5,,0,Aquatic ,biphasic ,27,stream,9/22/58,September,,3700,3700,,,stream,"South Side of Mt. Rogers, Grayson Co., VA South South of Rt. 58"
270,60,CD 12565,Desmognathus quadramaculatus,female,72.5,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12567,Desmognathus quadramaculatus,male,77,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,60,CD 12568,Desmognathus quadramaculatus,female,77,,1,Aquatic ,biphasic ,27,stream bank,9/22/58,September,,4900,4900,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12698,Desmognathus quadramaculatus,female,40,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12700,Desmognathus quadramaculatus,female,40,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12702,Desmognathus quadramaculatus,male,41,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12696,Desmognathus quadramaculatus,larva,41,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12699,Desmognathus quadramaculatus,male,42,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12703,Desmognathus quadramaculatus,male,43,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12706,Desmognathus quadramaculatus,female,46.5,,1,Aquatic ,biphasic ,27,stream bank,9/23/58,September,,4600,4600,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12705,Desmognathus quadramaculatus,male,58.5,,1,Aquatic ,biphasic ,27,stream bank,9/23/58,September,,4600,4600,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12704,Desmognathus quadramaculatus,female,67.5,,1,Aquatic ,biphasic ,27,stream bank,9/23/58,September,,4600,4600,,,stream bank,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,68,CD 12701,Desmognathus quadramaculatus,male,74,,0,Aquatic ,biphasic ,27,stream,9/23/58,September,,4600,4600,,,stream,"Transect of Whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12772,Desmognathus quadramaculatus,female,41,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12774,Desmognathus quadramaculatus,female,41,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12777,Desmognathus quadramaculatus,female,42,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12773,Desmognathus quadramaculatus,male,42.5,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12779,Desmognathus quadramaculatus,male,47.5,,1,Aquatic ,biphasic ,27,stream bank,9/24/58,September,,4700,4700,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12778,Desmognathus quadramaculatus,female,49.5,,1,Aquatic ,biphasic ,27,stream bank,9/24/58,September,,4700,4700,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12775,Desmognathus quadramaculatus,female,49.5,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12781,Desmognathus quadramaculatus,male,57.5,,1,Aquatic ,biphasic ,27,stream bank,9/24/58,September,,4700,4700,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,73,CD 12780,Desmognathus quadramaculatus,male,59,,1,Aquatic ,biphasic ,27,stream bank,9/24/58,September,,4700,4700,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,72,CD 12762,Desmognathus quadramaculatus,female,60,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12754,Desmognathus quadramaculatus,female,61,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12761,Desmognathus quadramaculatus,female,62,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12763,Desmognathus quadramaculatus,male,62,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12752,Desmognathus quadramaculatus,female,63.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12755,Desmognathus quadramaculatus,female,64.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12758,Desmognathus quadramaculatus,female,64.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12757,Desmognathus quadramaculatus,female,65,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12759,Desmognathus quadramaculatus,female,65.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12760,Desmognathus quadramaculatus,male,67.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,73,CD 12776,Desmognathus quadramaculatus,male,67.5,,0,Aquatic ,biphasic ,27,stream,9/24/58,September,,4700,4700,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,72,CD 12756,Desmognathus quadramaculatus,male,74.5,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,72,CD 12753,Desmognathus quadramaculatus,female,75,,,Aquatic ,biphasic ,27,,9/24/58,September,,3725,3725,,,,"East Prong Big Branch, North Side of Whitetop Mt., Smyth Co., VA (stream, Big Branch Creek)"
270,76,CD 12805,Desmognathus quadramaculatus,larva,40,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12815,Desmognathus quadramaculatus,male,41.5,,1,Aquatic ,biphasic ,27,stream bank,9/25/58,September,,4800,4800,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12808,Desmognathus quadramaculatus,male,48,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12811,Desmognathus quadramaculatus,female,48.5,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12813,Desmognathus quadramaculatus,female,49.5,,1,Aquatic ,biphasic ,27,stream bank,9/25/58,September,,4800,4800,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12812,Desmognathus quadramaculatus,female,52,,1,Aquatic ,biphasic ,27,stream bank,9/25/58,September,,4800,4800,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12814,Desmognathus quadramaculatus,male,52.5,,1,Aquatic ,biphasic ,27,stream bank,9/25/58,September,,4800,4800,,,stream bank,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12810,Desmognathus quadramaculatus,female,52.5,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12809,Desmognathus quadramaculatus,female,60.5,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12806,Desmognathus quadramaculatus,male,76.5,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
270,76,CD 12807,Desmognathus quadramaculatus,male,81.5,,0,Aquatic ,biphasic ,27,stream,9/25/58,September,,4800,4800,,,stream,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13002,Desmognathus quadramaculatus,larva,20.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,6,CD 13001,Desmognathus quadramaculatus,larva,21,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4400,4400,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,3,CD 12956,Desmognathus quadramaculatus,larva,23.5,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,9,CD 13053,Desmognathus quadramaculatus,female,30,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13055,Desmognathus quadramaculatus,larva,32,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13052,Desmognathus quadramaculatus,male,34,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13054,Desmognathus quadramaculatus,larva,34,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,3,CD 12957,Desmognathus quadramaculatus,larva,34,,0,Aquatic ,biphasic ,27,stream,9/29/58,September,,4500,4500,,,stream ,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA "
271,8,CD 13042,Desmognathus quadramaculatus,female,34.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13046,Desmognathus quadramaculatus,female,34.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13041,Desmognathus quadramaculatus,male,35,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,9,CD 13051,Desmognathus quadramaculatus,female,35.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13045,Desmognathus quadramaculatus,male,35.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13040,Desmognathus quadramaculatus,male,36,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
271,8,CD 13039,Desmognathus quadramaculatus,female,36.5,,,Aquatic ,biphasic ,27,,9/29/58,September,,4400,4400,,,,"Transect of whitetop Creek, South Side Whitetop Mt., Grayson Co., VA (muddy spring 10 ft from main stream)"
